platform,store_id,super_store_id,brand_name,store_name,store_address,is_open_today,delivery_price,eta_value_min,percentage_service_fee,corridor_id,corridor_name,corridor_index,product_id,product_name,product_description,product_price,product_real_price,discount_percentage,is_available,is_popular,has_toppings,product_image,store_query,address_text,product_name_normalized,product_group,final_total_est
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257057,McCombo Turbo,4,3762322,McCombo grande Pollo McCrispy Deluxe,"Elige tu McCombo de hamburguesa con un filete 100% de pechuga de pollo de 125gr, mayonesa, lechuga y tomate 100% colombianos, con papas grandes y gaseosa grande a elegir.",37900.0,37900.0,0.0,False,False,True,29b6e644-55a5-4115-8fd9-9278461fd1ca.png,McDonald's,"Chapinero Alto, Bogotá",mccombo grande pollo mccrispy deluxe,combo_hamburguesa,37900.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257059,Hamburguesas - Turbo,6,3762469,Big Mac,"Hamburguesa con dos carnes 100% de res de 50gr c/u, cebolla y lechuga 100% colombianas, pepinillos, queso cheddar, pan en el centro y nuestra salsa especial Big Mac.",26500.0,26500.0,0.0,False,False,True,3ef5e934-c43f-415d-a471-5e47d9d26434.png,McDonald's,"Chapinero Alto, Bogotá",big mac,hamburguesa_firma,26500.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257059,Hamburguesas - Turbo,6,3762478,Big Mac Bacon,"Hamburguesa con dos carnes 100% de res de 50gr c/u, Tocineta, cebolla , pepinillos, lechuga, queso cheddar, pan en el centro y nuestra salsa especial Big Mac.",30500.0,30500.0,0.0,False,False,True,181d2bbc-5bd1-42c3-b335-f34aacafb661.png,McDonald's,"Chapinero Alto, Bogotá",big mac bacon,hamburguesa_firma,30500.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257060,Cajita Feliz - Turbo,7,3762436,Chicken McNuggets 6 Pzas,"Elige tu Cajita Feliz con 6 piezas de nuggets 100% de pechuga de pollo apanadas con papas kids, jugo Del Valle Moraah, cascos de Manzana y juguete.",27900.0,27900.0,0.0,False,False,True,bc7f007f-9a0c-454d-88e0-c4a0505e8e0a.png,McDonald's,"Chapinero Alto, Bogotá",chicken mcnuggets 6 pzas,pollo_bocados,27900.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257060,Cajita Feliz - Turbo,7,3762371,Cajita Feliz Chicken McNuggets 4 pzas,"Elige tu Cajita Feliz™ con 4 piezas de nuggets 100% de pechuga de pollo apanadas con papas kids, jugo Del Valle Moraah, cascos de manzana y juguete.",24900.0,24900.0,0.0,False,False,True,fcdd2b4a-c924-441a-9d4d-de150d5eee6b.png,McDonald's,"Chapinero Alto, Bogotá",cajita feliz chicken mcnuggets 4 pzas,pollo_bocados,24900.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257061,Signature Collection -Turbo,8,3762308,McCombo mediano Crispy Onion Barbecue 2 Carnes,"Elige tu McCombo con hamburguesa con doble carne 100% de res de 125 gr c/u y salsa barbecue, tocineta, cebolla crispy y grillada 100% colombiana, queso blanco con papas medianas y gaseosa mediana a elegir.",44500.0,44500.0,0.0,False,False,True,019ee25b-9019-4276-b2fe-1176c2172982.png,McDonald's,"Chapinero Alto, Bogotá",mccombo mediano crispy onion barbecue 2 carnes,combo_hamburguesa,44500.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257061,Signature Collection -Turbo,8,3762411,McCombo mediano Crispy Onion Barbecue 1 Carne,"Elige tu McCombo con hamburguesa con carne 100% de res de 125 gr c/u y salsa barbecue, tocineta, cebolla crispy y grillada 100% colombiana, queso blanco con papas medianas y gaseosa mediana a elegir.",40900.0,40900.0,0.0,False,False,True,77c714d6-2d05-493e-8f33-c66711864ca7.png,McDonald's,"Chapinero Alto, Bogotá",mccombo mediano crispy onion barbecue 1 carne,combo_hamburguesa,40900.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257061,Signature Collection -Turbo,8,3762596,McCombo mediano Club House 2 Carnes,"Elige tu McCombo con hamburguesa con doble carne 100% de res de 125gr c/u y salsa especial, lechuga, tomate, tocineta, cebolla grillada 100% colombiana, queso blanco con papas medianas y gaseosa mediana a elegir.",45500.0,45500.0,0.0,False,False,True,63d7f62e-b764-4297-bd8c-6795f67734f1.png,McDonald's,"Chapinero Alto, Bogotá",mccombo mediano club house 2 carnes,combo_hamburguesa,45500.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257061,Signature Collection -Turbo,8,3762386,McCombo mediano Club House 1 Carne,"Elige tu McCombo con hamburguesa con carne 100% de res de 125gr c/u y salsa especial, lechuga, tomate, tocineta, cebolla grillada 100% colombiana, queso blanco con papas medianas y gaseosa mediana a elegir.",40900.0,40900.0,0.0,False,False,True,4b3d4b83-1ede-466c-9158-1a4d6b8b9510.png,McDonald's,"Chapinero Alto, Bogotá",mccombo mediano club house 1 carne,combo_hamburguesa,40900.0
Rappi,900275448,900427457,McDonalds Turbo,Lou - Mcdonald's Lourdes Turbo,"MCDONALDS TURBO Cra. 13 #63-48, Bogota, Colombia",True,0.0,20,0.0,257061,Signature Collection -Turbo,8,3762271,McCombo grande Crispy Onion Barbecue 2 Carnes,"Elige tu McCombo con hamburguesa con doble carne 100% de res de 125 gr c/u y salsa barbecue, tocineta, cebolla crispy y grillada 100% colombiana, queso blanco con papas grandes y gaseosa grande a elegir.",47500.0,47500.0,0.0,False,False,True,4088e7d3-59e1-4c5d-b310-2f75c4cb3800.png,McDonald's,"Chapinero Alto, Bogotá",mccombo grande crispy onion barbecue 2 carnes,combo_hamburguesa,47500.0
